ensembl_gene_id,external_gene_name,mgi_symbol,mgi_description,chromosome_name,start_position,end_position,TSS_diff,cluster_3Mb_bychr,OR_class
ENSMUSG00000095239,Olfr497,Olfr497,olfactory receptor 497,7,108420421,108424911,27254,07-3,class2
ENSMUSG00000096679,Olfr498,Olfr498,olfactory receptor 498,7,108465326,108467585,44905,07-3,class2
ENSMUSG00000058014,Olfr502,Olfr502,olfactory receptor 502,7,108520825,108525065,55499,07-3,class2
ENSMUSG00000060759,Olfr503,Olfr503,olfactory receptor 503,7,108544527,108545498,23702,07-3,class1
ENSMUSG00000060105,Olfr504,Olfr504,olfactory receptor 504,7,108564836,108565793,20309,07-3,class1
ENSMUSG00000058244,Olfr506,Olfr506,olfactory receptor 506,7,108610787,108615340,45951,07-3,class2
ENSMUSG00000061000,Olfr507,Olfr507,olfactory receptor 507,7,108621814,108622764,11027,07-3,class2
ENSMUSG00000063764,Olfr508,Olfr508,olfactory receptor 508,7,108629994,108631628,8180,07-3,class2
ENSMUSG00000049280,Olfr509,Olfr509,olfactory receptor 509,7,108644336,108651906,14342,07-3,class2
ENSMUSG00000096209,Olfr510,Olfr510,olfactory receptor 510,7,108666418,108670259,22082,07-3,class2
ENSMUSG00000056946,Olfr512,Olfr512,olfactory receptor 512,7,108713320,108714375,46902,07-3,class2
ENSMUSG00000051200,Olfr513,Olfr513,olfactory receptor 513,7,108750973,108756800,37653,07-3,class2
ENSMUSG00000066241,Olfr514,Olfr514,olfactory receptor 514,7,108825065,108825997,74092,07-3,class2
ENSMUSG00000062434,Olfr516,Olfr516,olfactory receptor 516,7,108844788,108850529,19723,07-3,class2
ENSMUSG00000066240,Olfr517,Olfr517,olfactory receptor 517,7,108867208,108872379,22420,07-3,class2
ENSMUSG00000046431,Olfr518,Olfr518,olfactory receptor 518,7,108880188,108885006,12980,07-3,class2
ENSMUSG00000066239,Olfr519,Olfr519,olfactory receptor 519,7,108893461,108894420,13273,07-3,class2
ENSMUSG00000051180,Olfr522,Olfr522,olfactory receptor 522,7,140159999,140164764,31266538,07-4,class2
ENSMUSG00000051051,Olfr523,Olfr523,olfactory receptor 523,7,140173217,140178758,13218,07-4,class2
ENSMUSG00000050366,Olfr524,Olfr524,olfactory receptor 524,7,140198499,140205964,25282,07-4,class2
ENSMUSG00000061489,Olfr525,Olfr525,olfactory receptor 525,7,140320858,140327625,122359,07-4,class2
ENSMUSG00000062782,Olfr527,Olfr527,olfactory receptor 527,7,140334017,140338551,13159,07-4,class2
ENSMUSG00000060112,Olfr60,Olfr60,olfactory receptor 60,7,140343815,140361671,9798,07-4,class2
ENSMUSG00000060974,Olfr530,Olfr530,olfactory receptor 530,7,140371872,140376331,28057,07-4,class2
ENSMUSG00000062712,Olfr531,Olfr531,olfactory receptor 531,7,140399045,140402918,27173,07-4,class2
ENSMUSG00000063823,Olfr532,Olfr532,olfactory receptor 532,7,140415710,140421639,16665,07-4,class2
ENSMUSG00000056883,Olfr533,Olfr533,olfactory receptor 533,7,140463370,140468128,47660,07-4,class2
ENSMUSG00000063230,Olfr535,Olfr535,olfactory receptor 535,7,140484216,140497104,20846,07-4,class2
ENSMUSG00000052508,Olfr536,Olfr536,olfactory receptor 536,7,140500849,140507396,16633,07-4,class2
ENSMUSG00000095901,Olfr538,Olfr538,olfactory receptor 538,7,140567886,140575793,67037,07-4,class2
ENSMUSG00000093942,Olfr46,Olfr46,olfactory receptor 46,7,140601269,140617678,33383,07-4,class2
ENSMUSG00000096069,Olfr61,Olfr61,olfactory receptor 61,7,140628970,140638798,27701,07-4,class2
ENSMUSG00000094819,Olfr53,Olfr53,olfactory receptor 53,7,140646452,140653085,17482,07-4,class2
ENSMUSG00000059136,Olfr539,Olfr539,olfactory receptor 539,7,140659930,140678580,13478,07-4,class2
ENSMUSG00000066122,Olfr45,Olfr45,olfactory receptor 45,7,140681951,140696845,22021,07-4,class2
ENSMUSG00000057997,Olfr541,Olfr541,olfactory receptor 541,7,140697267,140705606,15316,07-4,class2
ENSMUSG00000069998,Olfr372,Olfr372,olfactory receptor 372,8,72041218,72060630,0,08-1,class2
ENSMUSG00000061561,Olfr373,Olfr373,olfactory receptor 373,8,72083177,72103084,41959,08-1,class2
ENSMUSG00000046881,Olfr374,Olfr374,olfactory receptor 374,8,72107040,72118200,23863,08-1,class2
ENSMUSG00000047286,Olfr370,Olfr370,olfactory receptor 370,8,83535780,83545227,11428740,08-2,class2
ENSMUSG00000051952,Olfr371,Olfr371,olfactory receptor 371,8,85225988,85231509,1690208,08-2,class2
ENSMUSG00000054141,Olfr24,Olfr24,olfactory receptor 24,9,18751507,18763996,0,09-1,class2
ENSMUSG00000078116,Olfr828,Olfr828,olfactory receptor 828,9,18814728,18819526,63221,09-1,class2
ENSMUSG00000051414,Olfr829,Olfr829,olfactory receptor 829,9,18854933,18859080,40205,09-1,class2
ENSMUSG00000062868,Olfr830,Olfr830,olfactory receptor 830,9,18874693,18878369,19760,09-1,class2
ENSMUSG00000095957,Olfr832,Olfr832,olfactory receptor 832,9,18937122,18948940,62429,09-1,class2
ENSMUSG00000095525,Olfr834,Olfr834,olfactory receptor 834,9,18987990,18988928,50868,09-1,class2
ENSMUSG00000045204,Olfr835,Olfr835,olfactory receptor 835,9,19032735,19037670,44745,09-1,class2
ENSMUSG00000059303,Olfr836,Olfr836,olfactory receptor 836,9,19120382,19125938,87647,09-1,class2
ENSMUSG00000110621,Olfr837,Olfr837,olfactory receptor 837,9,19136317,19140641,15935,09-1,class2
ENSMUSG00000110519,Olfr839-ps1,Olfr839-ps1,"olfactory receptor 839, pseudogene 1",9,19168407,19177312,32090,09-1,class2
ENSMUSG00000048391,Olfr843,Olfr843,olfactory receptor 843,9,19242956,19251987,74549,09-1,class2
ENSMUSG00000049229,Olfr844,Olfr844,olfactory receptor 844,9,19316347,19320097,73391,09-1,class2
ENSMUSG00000061614,Olfr845,Olfr845,olfactory receptor 845,9,19336457,19341718,20110,09-1,class2
ENSMUSG00000058692,Olfr846,Olfr846,olfactory receptor 846,9,19357065,19364005,20608,09-1,class2
ENSMUSG00000059821,Olfr847,Olfr847,olfactory receptor 847,9,19373668,19378669,16603,09-1,class2
ENSMUSG00000052182,Olfr849,Olfr849,olfactory receptor 849,9,19440266,19446923,66598,09-1,class2
ENSMUSG00000094535,Olfr850,Olfr850,olfactory receptor 850,9,19477301,19478248,37035,09-1,class2
ENSMUSG00000052625,Olfr851,Olfr851,olfactory receptor 851,9,19493295,19502815,15994,09-1,class2
ENSMUSG00000051160,Olfr853,Olfr853,olfactory receptor 853,9,19534202,19541076,40907,09-1,class2
ENSMUSG00000095667,Olfr854,Olfr854,olfactory receptor 854,9,19566435,19567382,32233,09-1,class2
ENSMUSG00000043087,Olfr855,Olfr855,olfactory receptor 855,9,19582617,19586030,16182,09-1,class2
ENSMUSG00000094678,Olfr857,Olfr857,olfactory receptor 857,9,19709433,19714930,126816,09-1,class2
ENSMUSG00000058659,Olfr58,Olfr58,olfactory receptor 58,9,19780283,19785333,70850,09-1,class2
ENSMUSG00000095448,Olfr859,Olfr859,olfactory receptor 859,9,19804906,19817626,24623,09-1,class2
ENSMUSG00000066905,Olfr860,Olfr860,olfactory receptor 860,9,19845156,19849747,40250,09-1,class2
ENSMUSG00000063842,Olfr862,Olfr862,olfactory receptor 862,9,19882417,19888004,37261,09-1,class2
ENSMUSG00000051118,Olfr77,Olfr77,olfactory receptor 77,9,19916865,19929124,34448,09-1,class2
ENSMUSG00000050803,Olfr866,Olfr866,olfactory receptor 866,9,20026959,20028035,110094,09-1,class2
ENSMUSG00000044454,Olfr867,Olfr867,olfactory receptor 867,9,20050955,20057562,23996,09-1,class2
ENSMUSG00000044106,Olfr868,Olfr868,olfactory receptor 868,9,20098626,20104754,47671,09-1,class2
ENSMUSG00000058491,Olfr869,Olfr869,olfactory receptor 869,9,20129009,20138763,30383,09-1,class2
ENSMUSG00000066899,Olfr870,Olfr870,olfactory receptor 870,9,20168533,20174057,39524,09-1,class2
ENSMUSG00000061457,Olfr871,Olfr871,olfactory receptor 871,9,20212207,20213353,43674,09-1,class2
ENSMUSG00000066897,Olfr872,Olfr872,olfactory receptor 872,9,20237119,20261643,24912,09-1,class2
ENSMUSG00000059623,Olfr39,Olfr39,olfactory receptor 39,9,20282351,20287578,45232,09-1,class2
ENSMUSG00000049028,Olfr873,Olfr873,olfactory receptor 873,9,20298532,20303599,16181,09-1,class2
ENSMUSG00000066896,Olfr18,Olfr18,olfactory receptor 18,9,20312152,20336094,13620,09-1,class2
ENSMUSG00000061165,Olfr160,Olfr160,olfactory receptor 160,9,37708964,37716250,17396812,09-2,class2
ENSMUSG00000063350,Olfr874,Olfr874,olfactory receptor 874,9,37745106,37748594,36142,09-2,class2
ENSMUSG00000058628,Olfr875,Olfr875,olfactory receptor 875,9,37771857,37774459,26751,09-2,class2
ENSMUSG00000066750,Olfr876,Olfr876,olfactory receptor 876,9,37803031,37808144,31174,09-2,class2
ENSMUSG00000066749,Olfr877,Olfr877,olfactory receptor 877,9,37854269,37857320,51238,09-2,class2
ENSMUSG00000066748,Olfr145,Olfr145,olfactory receptor 145,9,37896724,37903519,42455,09-2,class2
ENSMUSG00000066747,Olfr878,Olfr878,olfactory receptor 878,9,37917840,37922474,21116,09-2,class2
ENSMUSG00000060583,Olfr881,Olfr881,olfactory receptor 881,9,37991825,37996408,73985,09-2,class2
ENSMUSG00000094461,Olfr883,Olfr883,olfactory receptor 883,9,38025808,38026737,33983,09-2,class2
ENSMUSG00000095893,Olfr884,Olfr884,olfactory receptor 884,9,38046555,38050137,20747,09-2,class2
ENSMUSG00000096424,Olfr885,Olfr885,olfactory receptor 885,9,38061322,38062251,14767,09-2,class2
ENSMUSG00000096167,Olfr887,Olfr887,olfactory receptor 887,9,38084072,38090737,22750,09-2,class2
ENSMUSG00000095527,Olfr888,Olfr888,olfactory receptor 888,9,38108128,38111381,24056,09-2,class2
ENSMUSG00000096356,Olfr889,Olfr889,olfactory receptor 889,9,38115198,38121245,7070,09-2,class2
ENSMUSG00000096409,Olfr890,Olfr890,olfactory receptor 890,9,38142517,38148375,27319,09-2,class2
ENSMUSG00000045528,Olfr891,Olfr891,olfactory receptor 891,9,38179871,38180821,37354,09-2,class2
ENSMUSG00000093901,Olfr893,Olfr893,olfactory receptor 893,9,38208365,38211598,28494,09-2,class2
ENSMUSG00000070311,Olfr894,Olfr894,olfactory receptor 894,9,38218055,38221706,9690,09-2,class2
ENSMUSG00000094778,Olfr143,Olfr143,olfactory receptor 143,9,38252774,38256549,34719,09-2,class2
ENSMUSG00000096427,Olfr895,Olfr895,olfactory receptor 895,9,38267851,38269735,15077,09-2,class2
ENSMUSG00000111814,Olfr896-ps1,Olfr896-ps1,"olfactory receptor 896, pseudogene 1",9,38291107,38294465,23256,09-2,class2
ENSMUSG00000058270,Olfr25,Olfr25,olfactory receptor 25,9,38329060,38335889,37953,09-2,class2
ENSMUSG00000094588,Olfr898,Olfr898,olfactory receptor 898,9,38348411,38352919,19351,09-2,class2
ENSMUSG00000049864,Olfr250,Olfr250,olfactory receptor 250,9,38366896,38371355,18485,09-2,class2
ENSMUSG00000096757,Olfr251,Olfr251,olfactory receptor 251,9,38377086,38382474,10190,09-2,class2
ENSMUSG00000049098,Olfr147,Olfr147,olfactory receptor 147,9,38401698,38407997,24612,09-2,class2
ENSMUSG00000052058,Olfr901,Olfr901,olfactory receptor 901,9,38429455,38432682,27757,09-2,class2
ENSMUSG00000049334,Olfr902,Olfr902,olfactory receptor 902,9,38447652,38450576,18197,09-2,class2
ENSMUSG00000094380,Olfr904,Olfr904,olfactory receptor 904,9,38463144,38468995,15492,09-2,class2
ENSMUSG00000096794,Olfr905,Olfr905,olfactory receptor 905,9,38471107,38477013,7963,09-2,class2
ENSMUSG00000039962,Olfr906,Olfr906,olfactory receptor 906,9,38487085,38491560,15978,09-2,class2
ENSMUSG00000094810,Olfr907,Olfr907,olfactory receptor 907,9,38495801,38499882,8716,09-2,class2
ENSMUSG00000062621,Olfr911-ps1,Olfr911-ps1,"olfactory receptor 911, pseudogene 1",9,38521580,38527133,25779,09-2,class2
ENSMUSG00000060114,Olfr910,Olfr910,olfactory receptor 910,9,38537849,38540820,16269,09-2,class2
ENSMUSG00000111448,Olfr912,Olfr912,olfactory receptor 912,9,38580178,38586876,42329,09-2,class2
ENSMUSG00000059189,Olfr913,Olfr913,olfactory receptor 913,9,38592759,38596283,12581,09-2,class2
ENSMUSG00000047050,Olfr914,Olfr914,olfactory receptor 914,9,38605102,38610978,12343,09-2,class2
ENSMUSG00000094701,Olfr916,Olfr916,olfactory receptor 916,9,38655052,38659875,49950,09-2,class2
ENSMUSG00000063225,Olfr917,Olfr917,olfactory receptor 917,9,38664913,38665842,9861,09-2,class2
ENSMUSG00000046150,Olfr918,Olfr918,olfactory receptor 918,9,38669861,38674601,4948,09-2,class2
ENSMUSG00000056961,Olfr919,Olfr919,olfactory receptor 919,9,38696804,38703673,26943,09-2,class2
ENSMUSG00000061039,Olfr920,Olfr920,olfactory receptor 920,9,38752299,38760117,55495,09-2,class2
ENSMUSG00000049926,Olfr921,Olfr921,olfactory receptor 921,9,38773068,38779021,20769,09-2,class2
ENSMUSG00000043911,Olfr922,Olfr922,olfactory receptor 922,9,38814614,38819195,41546,09-2,class2
ENSMUSG00000044798,Olfr923,Olfr923,olfactory receptor 923,9,38826545,38830300,11931,09-2,class2
ENSMUSG00000062103,Olfr924,Olfr924,olfactory receptor 924,9,38844449,38851495,17904,09-2,class2
ENSMUSG00000047667,Olfr26,Olfr26,olfactory receptor 26,9,38855060,38855990,10611,09-2,class2
ENSMUSG00000064333,Olfr926,Olfr926,olfactory receptor 926,9,38877126,38878176,22066,09-2,class2
ENSMUSG00000063221,Olfr930,Olfr930,olfactory receptor 930,9,38929809,38931396,52683,09-2,class2
ENSMUSG00000058515,Olfr933,Olfr933,olfactory receptor 933,9,38972313,38979861,42504,09-2,class2
ENSMUSG00000057424,Olfr934,Olfr934,olfactory receptor 934,9,38981026,38988315,8713,09-2,class2
ENSMUSG00000059595,Olfr935,Olfr935,olfactory receptor 935,9,38993971,38999683,12945,09-2,class2
ENSMUSG00000058820,Olfr146,Olfr146,olfactory receptor 146,9,39018073,39023377,24102,09-2,class2
ENSMUSG00000095194,Olfr936,Olfr936,olfactory receptor 936,9,39046614,39047550,28541,09-2,class2
ENSMUSG00000094182,Olfr937,Olfr937,olfactory receptor 937,9,39058851,39064951,12237,09-2,class2
ENSMUSG00000048501,Olfr938,Olfr938,olfactory receptor 938,9,39077698,39078887,18847,09-2,class2
ENSMUSG00000049708,Olfr27,Olfr27,olfactory receptor 27,9,39128131,39145072,50433,09-2,class2
ENSMUSG00000094970,Olfr943,Olfr943,olfactory receptor 943,9,39166304,39192350,38173,09-2,class2
ENSMUSG00000096555,Olfr944,Olfr944,olfactory receptor 944,9,39201920,39218421,35616,09-2,class2
ENSMUSG00000096109,Olfr1537,Olfr1537,olfactory receptor 1537,9,39234412,39249994,32492,09-2,class2
ENSMUSG00000063380,Olfr945,Olfr945,olfactory receptor 945,9,39256869,39276818,22457,09-2,class2
ENSMUSG00000057349,Olfr948,Olfr948,olfactory receptor 948,9,39315712,39326045,58843,09-2,class2
ENSMUSG00000094269,Olfr951,Olfr951,olfactory receptor 951,9,39387410,39395633,71698,09-2,class2
ENSMUSG00000058856,Olfr952,Olfr952,olfactory receptor 952,9,39426093,39427148,38683,09-2,class2
ENSMUSG00000094745,Olfr954,Olfr954,olfactory receptor 954,9,39456701,39464625,30608,09-2,class2
ENSMUSG00000063176,Olfr955,Olfr955,olfactory receptor 955,9,39465801,39471944,9100,09-2,class2
ENSMUSG00000062649,Olfr44,Olfr44,olfactory receptor 44,9,39481786,39493995,15985,09-2,class2
ENSMUSG00000095322,Olfr957,Olfr957,olfactory receptor 957,9,39510234,39515809,28448,09-2,class2
ENSMUSG00000050853,Olfr958,Olfr958,olfactory receptor 958,9,39547958,39554054,37724,09-2,class2
ENSMUSG00000059366,Olfr959,Olfr959,olfactory receptor 959,9,39569383,39575569,21425,09-2,class2
ENSMUSG00000048299,Olfr148,Olfr148,olfactory receptor 148,9,39610655,39615927,41272,09-2,class2
ENSMUSG00000059867,Olfr960,Olfr960,olfactory receptor 960,9,39621373,39624205,10718,09-2,class2
ENSMUSG00000059106,Olfr961,Olfr961,olfactory receptor 961,9,39645085,39649556,23712,09-2,class2
ENSMUSG00000064110,Olfr963,Olfr963,olfactory receptor 963,9,39667205,39670783,22120,09-2,class2
ENSMUSG00000062121,Olfr149,Olfr149,olfactory receptor 149,9,39700518,39707117,33313,09-2,class2
ENSMUSG00000095839,Olfr965,Olfr965,olfactory receptor 965,9,39711353,39720614,10835,09-2,class2
ENSMUSG00000094353,Olfr150,Olfr150,olfactory receptor 150,9,39730978,39738456,19625,09-2,class2
ENSMUSG00000055820,Olfr967,Olfr967,olfactory receptor 967,9,39746249,39751493,15271,09-2,class2
ENSMUSG00000095903,Olfr968,Olfr968,olfactory receptor 968,9,39768776,39783253,22527,09-2,class2
ENSMUSG00000094254,Olfr969,Olfr969,olfactory receptor 969,9,39790945,39796635,22169,09-2,class2
ENSMUSG00000095774,Olfr970,Olfr970,olfactory receptor 970,9,39808860,39820997,17915,09-2,class2
ENSMUSG00000093934,Olfr971,Olfr971,olfactory receptor 971,9,39836876,39841281,28016,09-2,class2
ENSMUSG00000094449,Olfr972,Olfr972,olfactory receptor 972,9,39866422,39874651,29546,09-2,class2
ENSMUSG00000095390,Olfr229,Olfr229,olfactory receptor 229,9,39907336,39912732,40914,09-2,class2
ENSMUSG00000051493,Olfr974,Olfr974,olfactory receptor 974,9,39937501,39945170,30165,09-2,class2
ENSMUSG00000043331,Olfr975,Olfr975,olfactory receptor 975,9,39948131,39952046,10630,09-2,class2
ENSMUSG00000047352,Olfr976,Olfr976,olfactory receptor 976,9,39954139,39961133,6008,09-2,class2
ENSMUSG00000044292,Olfr978,Olfr978,olfactory receptor 978,9,39992113,39995095,37974,09-2,class2
ENSMUSG00000059473,Olfr979,Olfr979,olfactory receptor 979,9,39998003,40003465,5890,09-2,class2
ENSMUSG00000060254,Olfr980,Olfr980,olfactory receptor 980,9,40004348,40009582,6345,09-2,class2
ENSMUSG00000046678,Olfr981,Olfr981,olfactory receptor 981,9,40021464,40030377,17116,09-2,class2
ENSMUSG00000049010,Olfr982,Olfr982,olfactory receptor 982,9,40073829,40079404,52365,09-2,class2
ENSMUSG00000044205,Olfr983,Olfr983,olfactory receptor 983,9,40086908,40093595,13079,09-2,class2
ENSMUSG00000045812,Olfr984,Olfr984,olfactory receptor 984,9,40096515,40114206,9607,09-2,class2
ENSMUSG00000049073,Olfr985,Olfr985,olfactory receptor 985,9,40126308,40130184,29793,09-2,class2
ENSMUSG00000051095,Olfr986,Olfr986,olfactory receptor 986,9,40180920,40190134,54612,09-2,class2
ENSMUSG00000071764,Olfr1320,Olfr1320,olfactory receptor 1320,X,49672333,49684825,0,X-1,class2
ENSMUSG00000067971,Olfr1321,Olfr1321,olfactory receptor 1321,X,49723577,49735059,51244,X-1,class2
ENSMUSG00000056281,Olfr1322,Olfr1322,olfactory receptor 1322,X,49882991,49891483,159414,X-1,class2
ENSMUSG00000050504,Olfr1323,Olfr1323,olfactory receptor 1323,X,50005448,50019359,122457,X-1,class2
ENSMUSG00000048173,Olfr1324,Olfr1324,olfactory receptor 1324,X,50420998,50428498,415550,X-1,class2
ENSMUSG00000043715,Olfr1326-ps1,Olfr1326-ps1,"olfactory receptor 1326, pseudogene 1",X,74569153,74574888,24148155,X-2,class2
ENSMUSG00000051706,Olfr1325,Olfr1325,olfactory receptor 1325,X,74592679,74597578,23526,X-2,class2
